EOS space usage on 2018-07-19 10:21:45
    User      Used Physical     Used Logical    Avail Physical   Avail Logical    Used Files  Avail Files        Space/Files   
jheilman               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jhendry                0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jhiltb                 0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jhong                  0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jhoward                0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jinjing                0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jjswan                 0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jkeller7               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jkim                   0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jkroe                  0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jmao                   0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jmmans                 0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jmonroy                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jmorales               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jnolen                 0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jnoltens               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
joadiaz                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
johnpark               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jorlowsk               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jpata                  0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jpazzini               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jperkins               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jpotarf                0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jribnik                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jrzamora               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jschrott               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jsiado                 0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jteheran               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jtemple                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jthieman               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
juanbaus               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jvanderl               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jvaughan               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jvinchir               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jvlimant               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
jvora                  0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jwerner                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
jwright                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kalanand               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kalavase               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
karage                 0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kbrauer                0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
kburleig               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
kchristo               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kgreene                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kgui                   0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
khotilov               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kirby                  0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
kirn                   0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kjones                 0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
kjung                  0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
kkousour               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kkrylova               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
klarson1               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
klathrom               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
klawhorn               0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
klb                    0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
klukas                 0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
kmondal                0.00 B           0.00 B          4.29 TB          2.15 TB            0       500000    ok/ok
knoepfel               0.00 B           0.00 B          4.00 TB          2.00 TB            0       500000    ok/ok
